"genenames","PFAM"
"MA-849412g0010",NA
"MA-85160g0010",NA
"MA-85704g0010","PF00300-Histidine phosphatase superfamily (branch 1);PF00300-Histidine phosphatase superfamily (branch 1)"
"MA-863729g0010",NA
"MA-86400g0010","PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF17177-Pentacotripeptide-repeat region of PRORP"
"MA-872634g0010",NA
"MA-8763082g0010","PF08718-Glycolipid transfer protein (GLTP)"
"MA-8822292g0010",NA
"MA-890463g0010",NA
"MA-8918g0010","PF01264-Chorismate synthase"
"MA-8928477g0010",NA
"MA-899099g0010","PF00646-F-box domain"
"MA-9011488g0010",NA
"MA-90507g0010","PF13812-Pentatricopeptide repeat domain;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF01535-PPR repeat"
"MA-9089g0010",NA
"MA-9186444g0010","PF01255-Putative undecaprenyl diphosphate synthase"
"MA-9267623g0010","PF02535-ZIP Zinc transporter"
"MA-929786g0010",NA
"MA-92979g0010","PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat"
"MA-9310752g0010","PF09749-Uncharacterised conserved protein"
"MA-934g0010","PF16363-GDP-mannose 4,6 dehydratase"
"MA-9362485g0010","PF00069-Protein kinase domain"
"MA-93698g0010","PF00646-F-box domain"
"MA-939638g0010","PF12697-Alpha/beta hydrolase family"
"MA-94119g0020",NA
"MA-9420337g0010","PF00240-Ubiquitin family;PF00240-Ubiquitin family;PF00240-Ubiquitin family"
"MA-9422g0010",NA
"MA-942788g0010","PF00106-short chain dehydrogenase"
"MA-94367g0010","PF12701-Scd6-like Sm domain"
"MA-9537281g0010",NA
"MA-95689g0010",NA
"MA-958908g0010","PF12854-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-959130g0010",NA
"MA-961185g0010","PF00288-GHMP kinases N terminal domain"
"MA-9831904g0010","PF00012-Hsp70 protein"
"MA-9945g0020",NA
"MA-9950027g0030","PF05097-Protein of unknown function (DUF688)"
"MA-9991974g0010","PF09532-FDF domain"
"MA-9992178g0010","PF00112-Papain family cysteine protease;PF08246-Cathepsin propeptide inhibitor domain (I29)"
"MA-138440g0010","PF00319-SRF-type transcription factor (DNA-binding and dimerisation domain)"
"MA-108880g0010",NA
"MA-158259g0010",NA
"MA-940422g0010",NA
"MA-368993g0010","PF02254-TrkA-N domain"
"MA-206103g0010","PF04573-Signal peptidase subunit"
"MA-194712g0010",NA
"MA-7077241g0010",NA
"MA-8837172g0010","PF01997-Translin family"
"MA-6913331g0010",NA
"MA-690900g0010",NA
"MA-295958g0010",NA
"MA-10432953g0010",NA
"MA-9948339g0010",NA
"MA-10429673g0010",NA
"MA-228325g0010",NA
"MA-358266g0010",NA
"MA-10180939g0010",NA
"MA-7680706g0010",NA
"MA-10082722g0010",NA
"MA-9645976g0010",NA
"MA-2813704g0010",NA
"MA-9518996g0010",NA
"MA-4683607g0010",NA
"MA-6644934g0010","PF04749-PLAC8 family"
"MA-2123775g0010",NA
"MA-5069103g0010",NA
"MA-1848731g0010",NA
"MA-9476706g0010",NA
"MA-10064667g0010","PF04199-Putative cyclase"
"MA-1006515g0010","PF06943-LSD1 zinc finger;PF06943-LSD1 zinc finger"
"MA-100769g0010",NA
"MA-10081260g0010","PF14735-HAUS augmin-like complex subunit 4"
"MA-10083496g0010","PF06955-Xyloglucan endo-transglycosylase (XET) C-terminus;PF00722-Glycosyl hydrolases family 16"
"MA-100906g0010","PF00180-Isocitrate/isopropylmalate dehydrogenase"
"MA-10093130g0010",NA
"MA-101003g0010",NA
"MA-10113039g0020",NA
"MA-10117849g0010",NA
"MA-10119918g0010",NA
"MA-10142119g0010","PF04258-Signal peptide peptidase"
"MA-101436g0010","PF07816-Protein of unknown function (DUF1645);PF07816-Protein of unknown function (DUF1645)"
"MA-10144952g0010",NA
"MA-10162151g0010",NA
"MA-10208536g0010","PF16363-GDP-mannose 4,6 dehydratase"
"MA-10234107g0010",NA
"MA-10234528g0010",NA
"MA-10237293g0010",NA
"MA-10259162g0020",NA
"MA-10262217g0010",NA
"MA-10270171g0010",NA
"MA-10271377g0010","PF02866-lactate/malate dehydrogenase, alpha/beta C-terminal domain"
"MA-10276706g0010",NA
"MA-10284328g0010","PF07887-Calmodulin binding protein-like"
"MA-10308567g0020","PF01268-Formate--tetrahydrofolate ligase"
"MA-10316609g0010",NA
"MA-10327814g0010",NA
"MA-10344515g0010",NA
"MA-10358g0010","PF03416-Peptidase family C54;PF03416-Peptidase family C54"
"MA-103582g0010","PF00782-Dual specificity phosphatase, catalytic domain"
"MA-104187g0010","PF00982-Glycosyltransferase family 20;PF02358-Trehalose-phosphatase"
"MA-10425866g0010",NA
"MA-10425936g0010",NA
"MA-10426010g0010",NA
"MA-10426067g0010",NA
"MA-10426092g0020",NA
"MA-10426110g0020",NA
"MA-10426327g0010","PF01344-Kelch motif;PF01344-Kelch motif"
"MA-10426389g0010",NA
"MA-10426439g0010",NA
"MA-10426620g0010",NA
"MA-10427001g0010","PF01588-Putative tRNA binding domain"
"MA-10427108g0010",NA
"MA-10427128g0010",NA
"MA-10427177g0010",NA
"MA-10427304g0020","PF00459-Inositol monophosphatase family"
"MA-10427573g0010","PF12146-Serine aminopeptidase, S33"
"MA-10427623g0010","PF00483-Nucleotidyl transferase"
"MA-10427647g0010",NA
"MA-10427782g0010","PF00330-Aconitase family (aconitate hydratase)"
"MA-10427796g0010","PF12872-OST-HTH/LOTUS domain;PF01936-NYN domain"
"MA-10427967g0020",NA
"MA-10428069g0010",NA
"MA-10428209g0010","PF04140-Isoprenylcysteine carboxyl methyltransferase (ICMT) family"
"MA-10428265g0010","PF06101-Vacuolar protein sorting-associated protein 62;PF06101-Vacuolar protein sorting-associated protein 62"
"MA-10428279g0010","PF00069-Protein kinase domain"
"MA-10428584g0010",NA
"MA-10428697g0010",NA
"MA-10428760g0010",NA
"MA-10428840g0010","PF00996-GDP dissociation inhibitor"
"MA-10428905g0010","PF01657-Salt stress response/antifungal;PF01657-Salt stress response/antifungal"
"MA-10428918g0010","PF18266-Nicastrin small lobe"
"MA-10428920g0010",NA
"MA-10428988g0010","PF18511-F-box;PF18791-Transport inhibitor response 1 protein domain"
"MA-10429018g0010","PF16113-Enoyl-CoA hydratase/isomerase"
"MA-10429061g0010","PF12854-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF01535-PPR repeat;PF01535-PPR repeat"
"MA-10429152g0010",NA
"MA-10429181g0010",NA
"MA-10429280g0020",NA
"MA-10429337g0010","PF10539-Development and cell death domain"
"MA-10429397g0010","PF03141-Putative S-adenosyl-L-methionine-dependent methyltransferase"
"MA-10429643g0010","PF04782-Protein of unknown function (DUF632);PF04783-Protein of unknown function (DUF630)"
"MA-10429654g0010","PF01619-Proline dehydrogenase"
"MA-10429665g0010",NA
"MA-10429689g0010",NA
"MA-10429825g0010",NA
"MA-10429899g0010","PF17432-Domain of unknown function (DUF3458_C) ARM repeats;PF01433-Peptidase family M1 domain;PF01433-Peptidase family M1 domain;PF01433-Peptidase family M1 domain;PF11940-Domain of unknown function (DUF3458) Ig-like fold;PF17900-Peptidase M1 N-terminal domain"
"MA-10429920g0010","PF17432-Domain of unknown function (DUF3458_C) ARM repeats;PF11940-Domain of unknown function (DUF3458) Ig-like fold"
"MA-10429945g0010","PF01373-Glycosyl hydrolase family 14"
"MA-10429953g0010",NA
"MA-10430012g0010","PF00385-Chromo (CHRromatin Organisation MOdifier) domain;PF00385-Chromo (CHRromatin Organisation MOdifier) domain"
"MA-10430070g0010","PF02362-B3 DNA binding domain"
"MA-10430285g0010",NA
"MA-10430427g0010","PF01426-BAH domain"
"MA-10430485g0010",NA
"MA-10430545g0010","PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies)"
"MA-10430547g0020","PF01150-GDA1/CD39 (nucleoside phosphatase) family"
"MA-10430627g0010","PF18400-Thioredoxin-like domain;PF18400-Thioredoxin-like domain"
"MA-10430700g0010","PF05958-tRNA (Uracil-5-)-methyltransferase"
"MA-10430843g0020","PF02309-AUX/IAA family;PF02309-AUX/IAA family"
"MA-10430851g0020","PF07732-Multicopper oxidase;PF00394-Multicopper oxidase"
"MA-10430858g0010",NA
"MA-10430919g0020","PF00069-Protein kinase domain"
"MA-10431059g0010",NA
"MA-10431062g0010",NA
"MA-10431093g0010",NA
"MA-10431098g0010",NA
"MA-10431250g0010",NA
"MA-10431260g0010",NA
"MA-10431355g0010",NA
"MA-10431357g0010","PF13394-4Fe-4S single cluster domain;PF04055-Radical SAM superfamily"
"MA-10431390g0010","PF13625-Helicase conserved C-terminal domain"
"MA-10431394g0010",NA
"MA-10431524g0010",NA
"MA-10431529g0020",NA
"MA-10431540g0030",NA
"MA-10431545g0010",NA
"MA-10431546g0010",NA
"MA-10431614g0010","PF00069-Protein kinase domain"
"MA-10431614g0020","PF00069-Protein kinase domain"
"MA-10431621g0010","PF01134-Glucose inhibited division protein A"
"MA-10431648g0010",NA
"MA-10431690g0010","PF01693-Caulimovirus viroplasmin"
"MA-10431704g0010","PF02922-Carbohydrate-binding module 48 (Isoamylase N-terminal domain)"
"MA-10431857g0010","PF03140-Plant protein of unknown function"
"MA-10431969g0010",NA
"MA-10432054g0010",NA
"MA-10432055g0010",NA
"MA-10432077g0010",NA
"MA-10432170g0010",NA
"MA-10432271g0010","PF00069-Protein kinase domain"
"MA-10432320g0010","PF05024-N-acetylglucosaminyl transferase component (Gpi1)"
"MA-10432384g0010","PF04446-tRNAHis guanylyltransferase"
"MA-10432510g0010","PF00282-Pyridoxal-dependent decarboxylase conserved domain"
"MA-10432602g0010",NA
"MA-10432623g0010","PF01156-Inosine-uridine preferring nucleoside hydrolase"
"MA-10432680g0020","PF13041-PPR repeat family"
"MA-10432683g0010",NA
"MA-10432691g0010","PF12166-Piezo non-specific cation channel, R-Ras-binding domain"
"MA-10432816g0010",NA
"MA-10432821g0020",NA
"MA-10432876g0010",NA
"MA-10432888g0010","PF01425-Amidase"
"MA-10433208g0010","PF00069-Protein kinase domain"
"MA-10433217g0010","PF03690-Uncharacterised protein family (UPF0160)"
"MA-10433218g0010",NA
"MA-10433221g0010",NA
"MA-10433425g0010","PF00847-AP2 domain"
"MA-10433460g0010",NA
"MA-10433546g0010",NA
"MA-10433687g0020","PF12799-Leucine Rich repeats (2 copies)"
"MA-10433768g0010","PF13353-4Fe-4S single cluster domain;PF06463-Molybdenum Cofactor Synthesis C;PF04055-Radical SAM superfamily"
"MA-10433818g0010","PF00175-Oxidoreductase NAD-binding domain"
"MA-10433931g0010",NA
"MA-10433953g0010",NA
"MA-10433959g0010","PF12617-Iron-Sulfur binding protein C terminal"
"MA-10434055g0010",NA
"MA-10434138g0010","PF00892-EamA-like transporter family;PF00892-EamA-like transporter family"
"MA-10434184g0010",NA
"MA-10434208g0010",NA
"MA-10434306g0010",NA
"MA-10434331g0010","PF00732-GMC oxidoreductase;PF05199-GMC oxidoreductase"
"MA-10434386g0010","PF00270-DEAD/DEAH box helicase"
"MA-10434418g0010",NA
"MA-10434431g0010",NA
"MA-10434461g0030",NA
"MA-10434461g0040",NA
"MA-10434469g0010",NA
"MA-10434550g0010",NA
"MA-10434610g0010","PF09445-RNA cap guanine-N2 methyltransferase"
"MA-10434821g0010","PF05206-Methyltransferase TRM13"
"MA-10434926g0010",NA
"MA-10435159g0010",NA
"MA-10435160g0010","PF07714-Protein tyrosine kinase;PF07714-Protein tyrosine kinase;PF07714-Protein tyrosine kinase"
"MA-10435173g0010","PF02263-Guanylate-binding protein, N-terminal domain;PF02263-Guanylate-binding protein, N-terminal domain;PF02841-Guanylate-binding protein, C-terminal domain"
"MA-10435259g0010",NA
"MA-10435316g0010","PF01055-Glycosyl hydrolases family 31"
"MA-10435362g0010",NA
"MA-10435467g0010","PF01494-FAD binding domain;PF01494-FAD binding domain"
"MA-10435520g0010","PF00069-Protein kinase domain"
"MA-10435522g0010","PF00406-Adenylate kinase"
"MA-10435563g0010","PF04576-Zein-binding"
"MA-10435564g0020",NA
"MA-10435569g0010","PF00179-Ubiquitin-conjugating enzyme"
"MA-10435583g0010","PF00009-Elongation factor Tu GTP binding domain"
"MA-10435667g0020","PF01805-Surp module"
"MA-10435792g0010",NA
"MA-10435813g0010","PF02386-Cation transport protein"
"MA-10435840g0010",NA
"MA-10435930g0010","PF00069-Protein kinase domain"
"MA-10435957g0010",NA
"MA-10435965g0020",NA
"MA-10436026g0010",NA
"MA-10436131g0010",NA
"MA-10436146g0010",NA
"MA-10436188g0010","PF01513-ATP-NAD kinase;PF04273-Putative phosphatase (DUF442)"
"MA-10436230g0010","PF00782-Dual specificity phosphatase, catalytic domain"
"MA-10436245g0010","PF13837-Myb/SANT-like DNA-binding domain"
"MA-10436248g0010","PF00271-Helicase conserved C-terminal domain;PF00270-DEAD/DEAH box helicase"
"MA-10436279g0020",NA
"MA-10436288g0010",NA
"MA-10436320g0010",NA
"MA-10436337g0010","PF00789-UBX domain"
"MA-10436338g0020",NA
"MA-10436367g0010","PF05239-PRC-barrel domain"
"MA-10436477g0010",NA
"MA-10436494g0010","PF16203-ERCC3/RAD25/XPB C-terminal helicase;PF04851-Type III restriction enzyme, res subunit"
"MA-10436500g0020",NA
"MA-10436577g0020","PF12799-Leucine Rich repeats (2 copies);PF12799-Leucine Rich repeats (2 copies)"
"MA-10436667g0010",NA
"MA-10436730g0020","PF01268-Formate--tetrahydrofolate ligase"
"MA-10436812g0020","PF00271-Helicase conserved C-terminal domain;PF03368-Dicer dimerisation domain"
"MA-10436852g0010","PF01866-Putative diphthamide synthesis protein"
"MA-10436875g0020",NA
"MA-10436888g0020",NA
"MA-10436954g0010",NA
"MA-10437049g0010","PF00614-Phospholipase D Active site motif;PF00168-C2 domain"
"MA-10437066g0010",NA
"MA-10437152g0020",NA
"MA-10437160g0010",NA
"MA-10437165g0010","PF06741-LsmAD domain;PF14438-Ataxin 2 SM domain"
"MA-10437229g0010","PF04050-Up-frameshift suppressor 2;PF02854-MIF4G domain"
"MA-10437230g0020","PF00931-NB-ARC domain;PF01582-TIR domain"
"MA-10437231g0010","PF04782-Protein of unknown function (DUF632);PF04782-Protein of unknown function (DUF632)"
"MA-105021g0010",NA
"MA-10515g0010","PF07496-CW-type Zinc Finger"
"MA-105292g0020",NA
"MA-107941g0010","PF00515-Tetratricopeptide repeat"
"MA-10985g0010",NA
"MA-110222g0010","PF01214-Casein kinase II regulatory subunit"
"MA-112233g0010","PF03168-Late embryogenesis abundant protein"
"MA-11224g0020",NA
"MA-112720g0010","PF00291-Pyridoxal-phosphate dependent enzyme"
"MA-11286g0010",NA
"MA-11351g0010","PF00450-Serine carboxypeptidase;PF03106-WRKY DNA -binding domain"
"MA-113557g0010",NA
"MA-11457g0020","PF03255-Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit"
"MA-115075g0010","PF05623-Protein of unknown function (DUF789)"
"MA-115407g0010",NA
"MA-116463g0010",NA
"MA-118174g0010","PF00249-Myb-like DNA-binding domain"
"MA-118371g0010","PF07714-Protein tyrosine kinase"
"MA-118651g0010","PF00154-recA bacterial DNA recombination protein"
"MA-118687g0010","PF01812-5-formyltetrahydrofolate cyclo-ligase family"
"MA-119498g0010","PF06650-SHR-binding domain of vacuolar-sorting associated protein 13;PF16909-Vacuolar-sorting-associated 13 protein C-terminal"
"MA-120037g0010",NA
"MA-120255g0010","PF03151-Triose-phosphate Transporter family"
"MA-121880g0020","PF05920-Homeobox KN domain"
"MA-124092g0010","PF01926-50S ribosome-binding GTPase"
"MA-12868g0010","PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat"
"MA-131122g0020",NA
"MA-13186g0010","PF04782-Protein of unknown function (DUF632)"
"MA-132330g0010",NA
"MA-133318g0010","PF00171-Aldehyde dehydrogenase family"
"MA-134535g0010",NA
"MA-135045g0010",NA
"MA-136711g0010",NA
"MA-137393g0010","PF00069-Protein kinase domain;PF05653-Magnesium transporter NIPA"
"MA-139757g0010",NA
"MA-14025g0020",NA
"MA-14068g0020","PF01645-Conserved region in glutamate synthase;PF00310-Glutamine amidotransferases class-II;PF00310-Glutamine amidotransferases class-II;PF04898-Glutamate synthase central domain"
"MA-141331g0010","PF13855-Leucine rich repeat;PF07714-Protein tyrosine kinase;PF08263-Leucine rich repeat N-terminal domain"
"MA-1422909g0010","PF08100-Dimerisation domain"
"MA-14389g0020",NA
"MA-1461g0020","PF00702-haloacid dehalogenase-like hydrolase;PF00122-E1-E2 ATPase"
"MA-150838g0010",NA
"MA-15149g0010",NA
"MA-165742g0010","PF16053-Mitochondrial 28S ribosomal protein S34"
"MA-1659g0010","PF00206-Lyase"
"MA-167603g0010","PF00201-UDP-glucoronosyl and UDP-glucosyl transferase"
"MA-167903g0010",NA
"MA-16831g0020","PF00013-KH domain"
"MA-168478g0020",NA
"MA-169231g0010",NA
"MA-169460g0010",NA
"MA-169682g0010",NA
"MA-170670g0010","PF00083-Sugar (and other) transporter"
"MA-171767g0010","PF03178-CPSF A subunit region"
"MA-172058g0010",NA
"MA-172400g0010",NA
"MA-173543g0010","PF01423-LSM domain"
"MA-173565g0010",NA
"MA-173928g0010",NA
"MA-174407g0010",NA
"MA-17503g0020",NA
"MA-175522g0010","PF00319-SRF-type transcription factor (DNA-binding and dimerisation domain)"
"MA-17733g0010",NA
"MA-17762g0010",NA
"MA-177872g0010","PF00581-Rhodanese-like domain"
"MA-179257g0020",NA
"MA-179438g0010",NA
"MA-179528g0010","PF12937-F-box-like;PF14299-Phloem protein 2"
"MA-180131g0010",NA
"MA-18178g0010","PF01217-Clathrin adaptor complex small chain;PF00928-Adaptor complexes medium subunit family"
"MA-184317g0010","PF01738-Dienelactone hydrolase family"
"MA-185116g0020","PF00271-Helicase conserved C-terminal domain"
"MA-18575g0010",NA
"MA-186324g0010",NA
"MA-18726g0020",NA
"MA-18836g0010","PF08879-WRC;PF08880-QLQ"
"MA-18871g0010",NA
"MA-189315g0010","PF00571-CBS domain;PF00564-PB1 domain"
"MA-189319g0010","PF02535-ZIP Zinc transporter"
"MA-19003g0010",NA
"MA-1928596g0010","PF00141-Peroxidase"
"MA-192972g0010",NA
"MA-194127g0010","PF00069-Protein kinase domain;PF00139-Legume lectin domain"
"MA-19479g0010","PF13516-Leucine Rich repeat"
"MA-194997g0010","PF13499-EF-hand domain pair;PF13499-EF-hand domain pair"
"MA-195308g0010","PF01074-Glycosyl hydrolases family 38 N-terminal domain"
"MA-20270g0010",NA
"MA-204276g0010","PF04043-Plant invertase/pectin methylesterase inhibitor"
"MA-20484g0010",NA
"MA-206779g0020","PF00724-NADH:flavin oxidoreductase / NADH oxidase family"
"MA-207821g0010",NA
"MA-21335g0010","PF00122-E1-E2 ATPase;PF00403-Heavy-metal-associated domain;PF00403-Heavy-metal-associated domain;PF00403-Heavy-metal-associated domain"
"MA-2134318g0010","PF00564-PB1 domain"
"MA-22141g0010","PF06943-LSD1 zinc finger;PF06943-LSD1 zinc finger;PF06943-LSD1 zinc finger"
"MA-222847g0010","PF00067-Cytochrome P450"
"MA-224016g0010",NA
"MA-225933g0010","PF02446-4-alpha-glucanotransferase"
"MA-226827g0010","PF01554-MatE"
"MA-230105g0010",NA
"MA-231088g0010",NA
"MA-234941g0010","PF04012-PspA/IM30 family"
"MA-236818g0010",NA
"MA-24099g0010",NA
"MA-25261g0010",NA
"MA-25560g0010",NA
"MA-256082g0010","PF01302-CAP-Gly domain"
"MA-256810g0010",NA
"MA-273090g0010","PF13621-Cupin-like domain"
"MA-28251g0030",NA
"MA-285355g0010",NA
"MA-297180g0010",NA
"MA-297324g0010","PF05097-Protein of unknown function (DUF688)"
"MA-299562g0010",NA
"MA-300697g0010","PF04815-Sec23/Sec24 helical domain;PF04811-Sec23/Sec24 trunk domain;PF08033-Sec23/Sec24 beta-sandwich domain;PF04810-Sec23/Sec24 zinc finger"
"MA-301724g0010","PF03595-Voltage-dependent anion channel"
"MA-304740g0010","PF00067-Cytochrome P450;PF00067-Cytochrome P450"
"MA-305381g0010",NA
"MA-31044g0010","PF12807-Translation initiation factor eIF3 subunit 135"
"MA-31254g0010","PF08640-U3 small nucleolar RNA-associated protein 6"
"MA-319186g0010","PF03352-Methyladenine glycosylase"
"MA-31961g0010","PF00931-NB-ARC domain"
"MA-32006g0010","PF14327-Hinge domain of cleavage stimulation factor subunit 2"
"MA-3234g0010",NA
"MA-324064g0010",NA
"MA-326653g0010","PF12580-Tripeptidyl peptidase II"
"MA-334200g0010",NA
"MA-33462g0010","PF13234-rRNA-processing arch domain"
"MA-33594g0020",NA
"MA-33996g0010",NA
"MA-341767g0010",NA
"MA-342462g0010","PF00314-Thaumatin family"
"MA-34518g0010",NA
"MA-34640g0010",NA
"MA-35051g0010",NA
"MA-35567g0010","PF00433-Protein kinase C terminal domain;PF00069-Protein kinase domain"
"MA-355933g0010",NA
"MA-369530g0010","PF13087-AAA domain"
"MA-371071g0010","PF00240-Ubiquitin family;PF00240-Ubiquitin family;PF00240-Ubiquitin family;PF00240-Ubiquitin family"
"MA-375402g0010","PF07748-Glycosyl hydrolases family 38 C-terminal domain"
"MA-38199g0010",NA
"MA-39166g0010","PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat"
"MA-39757g0010",NA
"MA-408535g0010","PF00012-Hsp70 protein"
"MA-42039g0010","PF13418-Galactose oxidase, central domain;PF13854-Kelch motif;PF01344-Kelch motif"
"MA-42677g0010","PF08879-WRC"
"MA-42754g0010","PF01556-DnaJ C terminal domain"
"MA-436191g0010",NA
"MA-437781g0010",NA
"MA-438149g0010","PF00753-Metallo-beta-lactamase superfamily"
"MA-450619g0010","PF00025-ADP-ribosylation factor family"
"MA-453783g0010",NA
"MA-45401g0010",NA
"MA-455114g0010",NA
"MA-45527g0010","PF00168-C2 domain"
"MA-45623g0010",NA
"MA-459743g0010","PF00067-Cytochrome P450;PF00067-Cytochrome P450"
"MA-460451g0010","PF00704-Glycosyl hydrolases family 18"
"MA-4699g0010","PF05470-Eukaryotic translation initiation factor 3 subunit 8 N-terminus;PF05470-Eukaryotic translation initiation factor 3 subunit 8 N-terminus;PF01399-PCI domain"
"MA-470660g0010",NA
"MA-4742g0010","PF01161-Phosphatidylethanolamine-binding protein"
"MA-474330g0010",NA
"MA-476672g0010","PF07859-alpha/beta hydrolase fold"
"MA-47814g0010","PF00850-Histone deacetylase domain"
"MA-483025g0010","PF07992-Pyridine nucleotide-disulphide oxidoreductase"
"MA-4833g0020","PF10255-RNA polymerase I-associated factor PAF67"
"MA-502709g0010","PF02536-mTERF"
"MA-50277g0010",NA
"MA-5033617g0010","PF00644-Poly(ADP-ribose) polymerase catalytic domain"
"MA-5037g0010",NA
"MA-50693g0010",NA
"MA-5114g0010",NA
"MA-51201g0010",NA
"MA-514096g0010",NA
"MA-51707g0010",NA
"MA-5171877g0010",NA
"MA-5191g0010","PF04199-Putative cyclase"
"MA-523278g0010","PF00348-Polyprenyl synthetase"
"MA-52362g0010",NA
"MA-5257g0010","PF00777-Glycosyltransferase family 29 (sialyltransferase)"
"MA-5339g0010","PF05817-Oligosaccharyltransferase subunit Ribophorin II"
"MA-5357g0010",NA
"MA-540763g0010","PF13177-DNA polymerase III, delta subunit"
"MA-54183g0010",NA
"MA-54382g0010",NA
"MA-55163g0010","PF00201-UDP-glucoronosyl and UDP-glucosyl transferase"
"MA-551872g0010","PF01764-Lipase (class 3)"
"MA-559609g0010",NA
"MA-566616g0010",NA
"MA-5740022g0010","PF00931-NB-ARC domain;PF01582-TIR domain"
"MA-5752019g0010",NA
"MA-57964g0010","PF00201-UDP-glucoronosyl and UDP-glucosyl transferase"
"MA-58633g0010",NA
"MA-5879825g0010",NA
"MA-5982g0010","PF03531-Structure-specific recognition protein (SSRP1)"
"MA-60023g0010","PF01351-Ribonuclease HII"
"MA-60133g0010",NA
"MA-6019571g0010","PF04862-Protein of unknown function (DUF642);PF04862-Protein of unknown function (DUF642)"
"MA-60387g0020","PF07738-Sad1 / UNC-like C-terminal"
"MA-60513g0010","PF03224-V-ATPase subunit H"
"MA-60892g0010","PF12215-beta-glucosidase 2, glycosyl-hydrolase family 116 N-term"
"MA-610735g0010",NA
"MA-6174661g0010",NA
"MA-62010g0010","PF03134-TB2/DP1, HVA22 family"
"MA-62162g0010",NA
"MA-623179g0010",NA
"MA-625323g0010","PF00067-Cytochrome P450"
"MA-6356458g0010",NA
"MA-637173g0010",NA
"MA-63773g0010","PF08263-Leucine rich repeat N-terminal domain"
"MA-642077g0010",NA
"MA-6432367g0010","PF00168-C2 domain"
"MA-6445712g0010",NA
"MA-6490519g0010",NA
"MA-650948g0010",NA
"MA-6521560g0010","PF01419-Jacalin-like lectin domain"
"MA-653367g0010","PF08355-EF hand associated"
"MA-6561322g0010","PF04720-PDDEXK-like family of unknown function"
"MA-6713298g0010",NA
"MA-673714g0010","PF04825-N terminus of Rad21 / Rec8 like protein"
"MA-6793g0020","PF16050-Paf1 complex subunit CDC73 N-terminal;PF05179-RNA pol II accessory factor, Cdc73 family, C-terminal"
"MA-68024g0010","PF13837-Myb/SANT-like DNA-binding domain"
"MA-6817717g0010",NA
"MA-68783g0010",NA
"MA-69293g0010","PF04113-Gpi16 subunit, GPI transamidase component"
"MA-6950g0010",NA
"MA-6955g0010","PF12515-Ca2+-ATPase N terminal autoinhibitory domain;PF00690-Cation transporter/ATPase, N-terminus"
"MA-69941g0010","PF03467-Smg-4/UPF3 family"
"MA-70651g0010","PF12796-Ankyrin repeats (3 copies)"
"MA-7133366g0010","PF01814-Hemerythrin HHE cation binding domain;PF05495-CHY zinc finger"
"MA-71398g0010","PF01545-Cation efflux family"
"MA-7175699g0010","PF00056-lactate/malate dehydrogenase, NAD binding domain"
"MA-727930g0010",NA
"MA-73410g0010","PF04564-U-box domain"
"MA-73497g0010","PF07534-TLD"
"MA-7493784g0010","PF02826-D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
"MA-75149g0010","PF00022-Actin"
"MA-760141g0010",NA
"MA-764854g0010",NA
"MA-769502g0010",NA
"MA-7704g0010","PF00285-Citrate synthase, C-terminal domain;PF00285-Citrate synthase, C-terminal domain;PF00285-Citrate synthase, C-terminal domain"
"MA-771194g0010","PF12854-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-774622g0010",NA
"MA-77519g0010",NA
"MA-77675g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases"
"MA-7784839g0010","PF10294-Lysine methyltransferase"
"MA-780228g0010",NA
"MA-785032g0010",NA
"MA-78676g0010",NA
"MA-7868g0020",NA
"MA-78910g0020",NA
